Vardas             Pavarde          ND1  ND2  ND3  ND4  ND5  Egz. 
Vardas9043         Pavarde9043      1    1    1    6    1    0    
Vardas9044         Pavarde9044      9    10   10   8    10   0    
Vardas9045         Pavarde9045      2    2    1    10   10   0    
Vardas9046         Pavarde9046      4    3    3    2    6    4    
Vardas9047         Pavarde9047      2    5    2    1    8    8    
Vardas9048         Pavarde9048      7    1    2    5    5    8    
Vardas9049         Pavarde9049      3    10   4    1    4    5    
Vardas9050         Pavarde9050      0    4    8    5    10   0    
Vardas9051         Pavarde9051      9    0    3    10   1    6    
Vardas9052         Pavarde9052      1    4    4    0    10   6    
Vardas9053         Pavarde9053      0    10   7    2    10   9    
Vardas9054         Pavarde9054      3    7    2    2    10   9    
Vardas9055         Pavarde9055      7    4    5    6    7    8    
Vardas9056         Pavarde9056      7    6    2    4    8    0    
Vardas9057         Pavarde9057      6    0    7    3    8    6    
Vardas9058         Pavarde9058      1    10   10   2    9    7    
Vardas9059         Pavarde9059      9    8    2    9    5    7    
Vardas9060         Pavarde9060      0    7    0    6    10   10   
Vardas9061         Pavarde9061      10   0    3    5    0    6    
Vardas9062         Pavarde9062      8    4    7    6    9    5    
Vardas9063         Pavarde9063      9    4    3    7    0    1    
Vardas9064         Pavarde9064      6    5    0    0    6    8    
Vardas9065         Pavarde9065      4    5    7    3    6    1    
Vardas9066         Pavarde9066      4    6    10   0    0    1    
Vardas9067         Pavarde9067      2    7    2    4    7    7    
Vardas9068         Pavarde9068      10   3    5    8    3    3    
Vardas9069         Pavarde9069      5    0    10   1    10   5    
Vardas9070         Pavarde9070      7    9    4    6    2    1    
Vardas9071         Pavarde9071      6    5    10   2    6    6    
Vardas9072         Pavarde9072      2    0    5    3    4    2    
Vardas9073         Pavarde9073      4    7    0    8    1    9    
Vardas9074         Pavarde9074      2    4    10   9    6    5    
Vardas9075         Pavarde9075      8    2    1    4    9    4    
Vardas9076         Pavarde9076      9    5    10   0    1    10   
Vardas9077         Pavarde9077      1    5    3    4    6    9    
Vardas9078         Pavarde9078      8    2    2    1    8    10   
Vardas9079         Pavarde9079      6    0    4    0    4    3    
Vardas9080         Pavarde9080      10   8    7    0    8    3    
Vardas9081         Pavarde9081      0    9    2    5    1    0    
Vardas9082         Pavarde9082      4    4    5    1    2    5    
Vardas9083         Pavarde9083      0    0    10   2    1    5    
Vardas9084         Pavarde9084      7    6    1    0    0    3    
Vardas9085         Pavarde9085      4    3    3    3    10   4    
Vardas9086         Pavarde9086      7    7    1    8    4    2    
Vardas9087         Pavarde9087      9    2    8    9    10   4    
Vardas9088         Pavarde9088      0    9    8    3    9    0    
Vardas9089         Pavarde9089      2    6    10   4    7    4    
Vardas9090         Pavarde9090      2    2    1    6    4    1    
Vardas9091         Pavarde9091      9    4    9    1    6    2    
Vardas9092         Pavarde9092      1    3    4    1    0    8    
Vardas9093         Pavarde9093      0    10   10   8    3    9    
Vardas9094         Pavarde9094      7    6    2    10   7    7    
Vardas9095         Pavarde9095      4    7    4    3    10   5    
Vardas9096         Pavarde9096      0    5    4    3    1    2    
Vardas9097         Pavarde9097      6    1    10   6    6    5    
Vardas9098         Pavarde9098      9    4    2    5    3    4    
Vardas9099         Pavarde9099      4    2    6    0    5    9    
Vardas9100         Pavarde9100      2    1    2    7    1    4    
Vardas9101         Pavarde9101      8    9    1    8    7    8    
Vardas9102         Pavarde9102      10   4    3    0    2    4    
Vardas9103         Pavarde9103      5    3    3    6    1    1    
Vardas9104         Pavarde9104      9    6    6    7    3    9    
Vardas9105         Pavarde9105      5    9    2    4    0    5    
Vardas9106         Pavarde9106      4    8    0    3    1    10   
Vardas9107         Pavarde9107      9    1    4    1    9    6    
Vardas9108         Pavarde9108      7    3    0    4    5    3    
Vardas9109         Pavarde9109      9    9    5    4    2    0    
Vardas9110         Pavarde9110      4    5    6    3    4    1    
Vardas9111         Pavarde9111      9    9    1    10   7    8    
Vardas9112         Pavarde9112      6    2    9    1    2    3    
Vardas9113         Pavarde9113      4    7    2    2    0    7    
Vardas9114         Pavarde9114      10   4    0    9    4    2    
Vardas9115         Pavarde9115      0    5    1    6    2    2    
Vardas9116         Pavarde9116      10   7    5    0    9    8    
Vardas9117         Pavarde9117      1    10   0    3    7    4    
Vardas9118         Pavarde9118      3    0    9    5    1    5    
Vardas9119         Pavarde9119      7    4    3    1    10   1    
Vardas9120         Pavarde9120      8    7    5    6    4    4    
Vardas9121         Pavarde9121      6    9    0    1    9    0    
Vardas9122         Pavarde9122      8    3    10   2    6    9    
Vardas9123         Pavarde9123      5    9    8    0    8    7    
Vardas9124         Pavarde9124      6    7    3    9    4    0    
Vardas9125         Pavarde9125      8    3    4    1    1    5    
Vardas9126         Pavarde9126      10   4    2    5    2    8    
Vardas9127         Pavarde9127      8    1    10   5    8    2    
Vardas9128         Pavarde9128      3    5    0    3    7    0    
Vardas9129         Pavarde9129      8    8    3    9    2    1    
Vardas9130         Pavarde9130      2    4    9    6    7    8    
Vardas9131         Pavarde9131      2    6    0    2    0    8    
Vardas9132         Pavarde9132      1    1    0    8    9    9    
Vardas9133         Pavarde9133      1    8    7    5    3    8    
Vardas9134         Pavarde9134      9    5    0    6    2    4    
Vardas9135         Pavarde9135      10   8    3    2    6    5    
Vardas9136         Pavarde9136      10   5    3    5    9    4    
Vardas9137         Pavarde9137      8    10   7    4    5    4    
Vardas9138         Pavarde9138      2    0    3    6    1    0    
Vardas9139         Pavarde9139      2    4    7    8    3    10   
Vardas9140         Pavarde9140      1    9    2    3    10   6    
Vardas9141         Pavarde9141      10   8    2    5    7    10   
Vardas9142         Pavarde9142      3    1    1    0    0    9    
Vardas9143         Pavarde9143      7    4    10   1    10   4    
Vardas9144         Pavarde9144      6    3    7    3    4    0    
Vardas9145         Pavarde9145      10   8    3    1    10   1    
Vardas9146         Pavarde9146      1    0    4    8    10   0    
Vardas9147         Pavarde9147      6    5    8    5    6    2    
Vardas9148         Pavarde9148      6    1    5    6    10   7    
Vardas9149         Pavarde9149      4    5    2    10   3    9    
Vardas9150         Pavarde9150      9    2    4    10   3    9    
Vardas9151         Pavarde9151      6    0    4    3    8    8    
Vardas9152         Pavarde9152      9    1    6    0    6    4    
Vardas9153         Pavarde9153      1    7    8    2    5    6    
Vardas9154         Pavarde9154      9    5    2    8    10   0    
Vardas9155         Pavarde9155      1    3    7    3    10   9    
Vardas9156         Pavarde9156      9    5    0    9    6    9    
Vardas9157         Pavarde9157      5    2    8    8    7    7    
Vardas9158         Pavarde9158      9    8    1    2    6    5    
Vardas9159         Pavarde9159      5    2    10   4    4    5    
Vardas9160         Pavarde9160      6    9    8    2    2    2    
Vardas9161         Pavarde9161      1    3    7    2    8    4    
Vardas9162         Pavarde9162      4    0    4    3    8    7    
Vardas9163         Pavarde9163      3    0    1    1    4    9    
Vardas9164         Pavarde9164      9    8    10   4    2    3    
Vardas9165         Pavarde9165      7    8    6    10   10   1    
Vardas9166         Pavarde9166      7    1    1    10   1    4    
Vardas9167         Pavarde9167      3    6    10   10   9    10   
Vardas9168         Pavarde9168      1    4    6    7    10   0    
Vardas9169         Pavarde9169      2    7    0    1    4    1    
Vardas9170         Pavarde9170      2    8    0    2    10   5    
Vardas9171         Pavarde9171      5    7    7    6    2    10   
Vardas9172         Pavarde9172      2    7    4    6    8    5    
Vardas9173         Pavarde9173      6    5    3    4    8    5    
Vardas9174         Pavarde9174      3    8    3    9    2    8    
Vardas9175         Pavarde9175      5    7    7    0    9    10   
Vardas9176         Pavarde9176      9    9    9    7    8    9    
Vardas9177         Pavarde9177      6    10   9    2    5    3    
Vardas9178         Pavarde9178      2    7    8    1    2    1    
Vardas9179         Pavarde9179      10   9    3    5    10   5    
Vardas9180         Pavarde9180      4    6    9    10   7    5    
Vardas9181         Pavarde9181      4    0    5    8    10   9    
Vardas9182         Pavarde9182      1    1    9    3    7    4    
Vardas9183         Pavarde9183      0    3    2    10   2    1    
Vardas9184         Pavarde9184      7    4    2    2    2    3    
Vardas9185         Pavarde9185      10   3    5    7    7    5    
Vardas9186         Pavarde9186      0    1    10   6    7    0    
Vardas9187         Pavarde9187      1    3    8    2    7    10   
Vardas9188         Pavarde9188      7    0    7    7    6    0    
Vardas9189         Pavarde9189      1    9    10   5    8    0    
Vardas9190         Pavarde9190      6    9    3    6    2    3    
Vardas9191         Pavarde9191      7    5    2    0    4    6    
Vardas9192         Pavarde9192      10   4    0    9    4    9    
Vardas9193         Pavarde9193      6    4    1    1    7    0    
Vardas9194         Pavarde9194      7    2    0    2    4    10   
Vardas9195         Pavarde9195      6    9    2    2    9    9    
Vardas9196         Pavarde9196      3    5    1    6    9    10   
Vardas9197         Pavarde9197      2    8    5    2    3    9    
Vardas9198         Pavarde9198      1    10   5    8    3    1    
Vardas9199         Pavarde9199      6    9    9    8    2    5    
Vardas9200         Pavarde9200      7    7    7    3    0    5    
Vardas9201         Pavarde9201      6    8    2    1    5    2    
Vardas9202         Pavarde9202      9    5    2    3    4    10   
Vardas9203         Pavarde9203      3    4    4    5    8    8    
Vardas9204         Pavarde9204      10   10   7    6    10   7    
Vardas9205         Pavarde9205      3    5    5    10   1    2    
Vardas9206         Pavarde9206      4    4    1    1    5    9    
